"SubRegion","Area","Area_Short","Locality","District Number","District","Surname","Given Name","Party","Party_Short","Votes","Percent of Votes","Total Votes"
"Eastern Canada","Quebec","QC","Quebec",24072,"Shefford","Clermont","Nathalie","Conservative","Cons",7495,12,62226
"Eastern Canada","Quebec","QC","Quebec",24072,"Shefford","Daviault","Darlène","Pour l'Indépendance du Québec","Pl",294,0,62226
"Eastern Canada","Quebec","QC","Quebec",24072,"Shefford","Larouche","Andréanne","Bloc Québécois","Bloc",23503,39,62226
"Eastern Canada","Quebec","QC","Quebec",24072,"Shefford","Plamondon","Raymonde","New Democratic Party","NDP",3705,6,62226
"Eastern Canada","Quebec","QC","Quebec",24072,"Shefford","Sabbagh","Mariam","People's Party","PPC",497,1,62226
"Eastern Canada","Quebec","QC","Quebec",24072,"Shefford","Turgeon","Katherine","Green Party","Green",2814,5,62226
"Eastern Canada","Quebec","QC","Quebec",24073,"Sherbrooke","Brière","Élisabeth","Liberal","Libs",17490,29,60729
"Eastern Canada","Quebec","QC","Quebec",24073,"Sherbrooke","Côté","Steve","Parti Rhinocéros Party","PRP",219,0,60729
"Eastern Canada","Quebec","QC","Quebec",24073,"Sherbrooke","Dusseault","Pierre-Luc","New Democratic Party","NDP",16881,28,60729
"Eastern Canada","Quebec","QC","Quebec",24073,"Sherbrooke","Forgues","Claude","Bloc Québécois","Bloc",15470,26,60729
"Eastern Canada","Quebec","QC","Quebec",24073,"Sherbrooke","Moreno","Edwin","Independent","Ind",471,1,60729
"Eastern Canada","Quebec","QC","Quebec",24073,"Sherbrooke","Morin","Mathieu","Green Party","Green",2716,4,60729
"Eastern Canada","Quebec","QC","Quebec",24073,"Sherbrooke","Richard","Hubert","No Affiliation","None",117,0,60729
"Eastern Canada","Quebec","QC","Quebec",24073,"Sherbrooke","Sévigny","Dany","Conservative","Cons",6362,11,60729
"Eastern Canada","Quebec","QC","Quebec",24074,"Vaudreuil--Soulanges","Cox","Karen","Conservative","Cons",7804,12,69104
"Eastern Canada","Quebec","QC","Quebec",24074,"Vaudreuil--Soulanges","MacDonald","Amanda","New Democratic Party","NDP",7368,11,69104
"Eastern Canada","Quebec","QC","Quebec",24074,"Vaudreuil--Soulanges","Rouillard","Noémie","Bloc Québécois","Bloc",16600,24,69104
"Eastern Canada","Quebec","QC","Quebec",24074,"Vaudreuil--Soulanges","Schiefke","Peter","Liberal","Libs",32254,47,69104
"Eastern Canada","Quebec","QC","Quebec",24074,"Vaudreuil--Soulanges","Stiff","Cameron","Green Party","Green",3405,5,69104
"Eastern Canada","Quebec","QC","Quebec",24074,"Vaudreuil--Soulanges","Tam","Kaylin","People's Party","PPC",711,1,69104
"Eastern Canada","Quebec","QC","Quebec",24075,"Terrebonne","Barnes","Jeffrey","People's Party","PPC",399,1,62617
"Eastern Canada","Quebec","QC","Quebec",24075,"Terrebonne","Beauchemin","Frédéric","Liberal","Libs",17944,29,62617
"Eastern Canada","Quebec","QC","Quebec",24075,"Terrebonne","Beaudoin","Maxime","New Democratic Party","NDP",4627,8,62617
"Eastern Canada","Quebec","QC","Quebec",24075,"Terrebonne","Boudrias","Michel","Bloc Québécois","Bloc",31029,51,62617
"Eastern Canada","Quebec","QC","Quebec",24075,"Terrebonne","Gagnon","France","Conservative","Cons",4640,8,62617
"Eastern Canada","Quebec","QC","Quebec",24075,"Terrebonne","Hébert","Jade","Independent","Ind",159,0,62617
"Eastern Canada","Quebec","QC","Quebec",24075,"Terrebonne","Monette","Réjean","Green Party","Green",2277,4,62617
"Eastern Canada","Quebec","QC","Quebec",24075,"Terrebonne","Vézina","Paul","Parti Rhinocéros Party","PRP",260,0,62617
"Eastern Canada","Quebec","QC","Quebec",24076,"Trois-Rivières","Aubin","Robert","New Democratic Party","NDP",10090,17,61630
"Eastern Canada","Quebec","QC","Quebec",24076,"Trois-Rivières","Charbonneau","Louise","Bloc Québécois","Bloc",17240,28,61630
"Eastern Canada","Quebec","QC","Quebec",24076,"Trois-Rivières","Duplessis","Marie","Green Party","Green",1492,2,61630
"Eastern Canada","Quebec","QC","Quebec",24076,"Trois-Rivières","Gingras","Marc André","People's Party","PPC",565,1,61630
"Eastern Canada","Quebec","QC","Quebec",24076,"Trois-Rivières","Lévesque","Yves","Conservative","Cons",15240,25,61630
"Eastern Canada","Quebec","QC","Quebec",24076,"Trois-Rivières","Renaud-Martin","Valérie","Liberal","Libs",15774,26,61630
"Eastern Canada","Quebec","QC","Quebec",24076,"Trois-Rivières","St-Onge Lynch","Ronald","Independent","Ind",137,0,61630
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Bourque","Nadia","Bloc Québécois","Bloc",6899,13,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Cusmano","Liana Canton","Green Party","Green",3718,7,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Forian","Michael","Conservative","Cons",4609,9,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Gaudet","Tommy","Parti Rhinocéros Party","PRP",140,0,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Langlais","Jean","People's Party","PPC",520,1,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Miller","Marc","Liberal","Libs",28087,54,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","O'Sullivan","Louise B.","Independent","Ind",117,0,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Patenaude","Marc","No Affiliation","None",113,0,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Sullivan","Linda","ML","ML",45,0,53123
"Eastern Canada","Quebec","QC","Quebec",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","Thiébaut","Sophie","New Democratic Party","NDP",8274,16,53123
"Eastern Canada","Quebec","QC","Quebec",24078,"Vimy","Aliev","Vassif","New Democratic Party","NDP",4779,9,56590
"Eastern Canada","Quebec","QC","Quebec",24078,"Vimy","Beaulieu","Claire-Emmanuelle","Bloc Québécois","Bloc",15455,28,56590
"Eastern Canada","Quebec","QC","Quebec",24078,"Vimy","Brunelle","Suzanne","People's Party","PPC",733,1,56590
"Eastern Canada","Quebec","QC","Quebec",24078,"Vimy","El-Helou","Rima","Conservative","Cons",5951,11,56590
"Eastern Canada","Quebec","QC","Quebec",24078,"Vimy","Koutrakis","Annie","Liberal","Libs",26490,48,56590
"Eastern Canada","Quebec","QC","Quebec",24078,"Vimy","R'Guiba","Faiza","Green Party","Green",2125,4,56590
"Eastern Canada","Ontario","ON","Ontario",35001,"Ajax","Ali","Intab","Independent","Ind",111,0,61507
"Eastern Canada","Ontario","ON","Ontario",35001,"Ajax","Dingwall","Tom","Conservative","Cons",15864,26,61507
"Eastern Canada","Ontario","ON","Ontario",35001,"Ajax","Hadley","Allen Keith","Independent","Ind",186,0,61507
"Eastern Canada","Ontario","ON","Ontario",35001,"Ajax","Holland","Mark","Liberal","Libs",35198,58,61507
"Eastern Canada","Ontario","ON","Ontario",35001,"Ajax","Knight","Maia","Green Party","Green",2040,3,61507
"Eastern Canada","Ontario","ON","Ontario",35001,"Ajax","Malik","Shokat","New Democratic Party","NDP",7033,12,61507
"Eastern Canada","Ontario","ON","Ontario",35001,"Ajax","Russo","Susanna","People's Party","PPC",588,1,61507
"Eastern Canada","Ontario","ON","Ontario",35002,"Algoma--Manitoulin--Kapuskasing","Chapman","Max","Green Party","Green",2192,5,40975
"Eastern Canada","Ontario","ON","Ontario",35002,"Algoma--Manitoulin--Kapuskasing","Delisle","Dave","People's Party","PPC",887,2,40975
"Eastern Canada","Ontario","ON","Ontario",35002,"Algoma--Manitoulin--Kapuskasing","Hughes","Carol","New Democratic Party","NDP",16883,42,40975
"Eastern Canada","Ontario","ON","Ontario",35002,"Algoma--Manitoulin--Kapuskasing","Marquis De Marmalade","Le","Parti Rhinocéros Party","PRP",125,0,40975
"Eastern Canada","Ontario","ON","Ontario",35002,"Algoma--Manitoulin--Kapuskasing","Williamson","Dave","Conservative","Cons",10625,26,40975
"Eastern Canada","Ontario","ON","Ontario",35002,"Algoma--Manitoulin--Kapuskasing","Wilson","Heather","Liberal","Libs",9879,24,40975
"Eastern Canada","Ontario","ON","Ontario",35003,"Aurora--Oak Ridges--Richmond Hill","Alleslev","Leona","Conservative","Cons",23568,44,53563
"Eastern Canada","Ontario","ON","Ontario",35003,"Aurora--Oak Ridges--Richmond Hill","Brown","Aaron","New Democratic Party","NDP",3820,7,53563
"Eastern Canada","Ontario","ON","Ontario",35003,"Aurora--Oak Ridges--Richmond Hill","Flemming","Timothy","Green Party","Green",2154,4,53563
"Eastern Canada","Ontario","ON","Ontario",35003,"Aurora--Oak Ridges--Richmond Hill","Korovitsyn","Serge","Libertarian","Libert",529,1,53563
"Eastern Canada","Ontario","ON","Ontario",35003,"Aurora--Oak Ridges--Richmond Hill","Patil","Priya","People's Party","PPC",530,1,53563
"Eastern Canada","Ontario","ON","Ontario",35003,"Aurora--Oak Ridges--Richmond Hill","Taylor Roy","Leah","Liberal","Libs",22508,42,53563
"Eastern Canada","Ontario","ON","Ontario",35004,"Barrie--Innisfil","Brassard","John","Conservative","Cons",23765,44,54629
"Eastern Canada","Ontario","ON","Ontario",35004,"Barrie--Innisfil","North","Bonnie","Green Party","Green",4716,9,54629
"Eastern Canada","Ontario","ON","Ontario",35004,"Barrie--Innisfil","Reinio","Pekka","New Democratic Party","NDP",8880,16,54629
"Eastern Canada","Ontario","ON","Ontario",35004,"Barrie--Innisfil","Robinson","Stephanie","People's Party","PPC",1013,2,54629
"Eastern Canada","Ontario","ON","Ontario",35004,"Barrie--Innisfil","Wilson","Lisa-Marie","Liberal","Libs",15879,29,54629
"Eastern Canada","Ontario","ON","Ontario",35005,"Barrie--Springwater--Oro-Medonte","Janssen","Dan","New Democratic Party","NDP",7972,15,54171
"Eastern Canada","Ontario","ON","Ontario",35005,"Barrie--Springwater--Oro-Medonte","Kalliecharan","Brian","Liberal","Libs",16805,31,54171
"Eastern Canada","Ontario","ON","Ontario",35005,"Barrie--Springwater--Oro-Medonte","Lancaster","Marty","Green Party","Green",7066,13,54171
"Eastern Canada","Ontario","ON","Ontario",35005,"Barrie--Springwater--Oro-Medonte","Patterson","David","People's Party","PPC",969,2,54171
"Eastern Canada","Ontario","ON","Ontario",35005,"Barrie--Springwater--Oro-Medonte","Shipley","Doug","Conservative","Cons",20981,39,54171
"Eastern Canada","Ontario","ON","Ontario",35006,"Bay of Quinte","Bell","Stephanie","New Democratic Party","NDP",9851,16,62011
"Eastern Canada","Ontario","ON","Ontario",35006,"Bay of Quinte","Bordonaro","Paul","People's Party","PPC",1207,2,62011
"Eastern Canada","Ontario","ON","Ontario",35006,"Bay of Quinte","Celovsky","Danny","Green Party","Green",3740,6,62011
"Eastern Canada","Ontario","ON","Ontario",35006,"Bay of Quinte","Durkin","Tim","Conservative","Cons",22650,37,62011
"Eastern Canada","Ontario","ON","Ontario",35006,"Bay of Quinte","Ellis","Neil","Liberal","Libs",24099,39,62011
"Eastern Canada","Ontario","ON","Ontario",35007,"Beaches--East York","Erskine-Smith","Nathaniel","Liberal","Libs",32647,57,57418
"Eastern Canada","Ontario","ON","Ontario",35007,"Beaches--East York","Manners","Sean","Green Party","Green",3378,6,57418
"Eastern Canada","Ontario","ON","Ontario",35007,"Beaches--East York","McKenzie","Deborah","People's Party","PPC",831,2,57418
"Eastern Canada","Ontario","ON","Ontario",35007,"Beaches--East York","Nam","Mae J.","New Democratic Party","NDP",12196,21,57418
"Eastern Canada","Ontario","ON","Ontario",35007,"Beaches--East York","Nazeer","Nadirah","Conservative","Cons",8026,14,57418
"Eastern Canada","Ontario","ON","Ontario",35008,"Brampton Centre","Bawa","Baljit","People's Party","PPC",681,2,40238
"Eastern Canada","Ontario","ON","Ontario",35008,"Brampton Centre","Boswell","Jordan","New Democratic Party","NDP",7819,20,40238
"Eastern Canada","Ontario","ON","Ontario",35008,"Brampton Centre","Gershuny","David","ML","ML",106,0,40238
"Eastern Canada","Ontario","ON","Ontario",35008,"Brampton Centre","Gosal","Pawanjit","Conservative","Cons",10696,27,40238
"Eastern Canada","Ontario","ON","Ontario",35008,"Brampton Centre","Sangha","Ramesh","Liberal","Libs",18771,47,40238
"Eastern Canada","Ontario","ON","Ontario",35008,"Brampton Centre","Thornham","Pauline","Green Party","Green",1685,4,40238
"Eastern Canada","Ontario","ON","Ontario",35009,"Brampton East","Burgess-Ogilvie","Teresa","Green Party","Green",666,1,51263
"Eastern Canada","Ontario","ON","Ontario",35009,"Brampton East","Dua","Partap","Canada's Fourth Front","CFF",89,0,51263
"Eastern Canada","Ontario","ON","Ontario",35009,"Brampton East","Othi","Manpreet","Independent","Ind",211,0,51263
"Eastern Canada","Ontario","ON","Ontario",35009,"Brampton East","Sidhu","Maninder","Liberal","Libs",24050,47,51263
"Eastern Canada","Ontario","ON","Ontario",35009,"Brampton East","Singh","Ramona","Conservative","Cons",12125,24,51263
"Eastern Canada","Ontario","ON","Ontario",35009,"Brampton East","Singh","Saranjit","New Democratic Party","NDP",13368,26,51263
"Eastern Canada","Ontario","ON","Ontario",35009,"Brampton East","Walia","Gaurav","People's Party","PPC",244,0,51263
"Eastern Canada","Ontario","ON","Ontario",35010,"Brampton North","D'Costa","Norbert","Green Party","Green",1516,3,50998
"Eastern Canada","Ontario","ON","Ontario",35010,"Brampton North","Edwards","Melissa","New Democratic Party","NDP",8533,17,50998
"Eastern Canada","Ontario","ON","Ontario",35010,"Brampton North","Frazer","Keith","People's Party","PPC",510,1,50998
"Eastern Canada","Ontario","ON","Ontario",35010,"Brampton North","Khanna","Arpan","Conservative","Cons",13973,28,50998
"Eastern Canada","Ontario","ON","Ontario",35010,"Brampton North","Sahota","Ruby","Liberal","Libs",25970,51,50998
"Eastern Canada","Ontario","ON","Ontario",35011,"Brampton South","Brar","Ramandeep","Conservative","Cons",13828,28,49266
"Eastern Canada","Ontario","ON","Ontario",35011,"Brampton South","Fraser","Karen","Green Party","Green",1926,4,49266
"Eastern Canada","Ontario","ON","Ontario",35011,"Brampton South","Ghuman","Rajwinder","People's Party","PPC",354,1,49266
"Eastern Canada","Ontario","ON","Ontario",35011,"Brampton South","Joshi","Mitesh","Canada's Fourth Front","CFF",152,0,49266
"Eastern Canada","Ontario","ON","Ontario",35011,"Brampton South","Kaur","Mandeep","New Democratic Party","NDP",7985,16,49266
"Eastern Canada","Ontario","ON","Ontario",35011,"Brampton South","Mercer","Wavey","Christian Heritage Party","CHP",285,1,49266
"Eastern Canada","Ontario","ON","Ontario",35011,"Brampton South","Sidhu","Sonia","Liberal","Libs",24085,50,49266
"Eastern Canada","Ontario","ON","Ontario",35011,"Brampton South","Sullivan","Dagmar","ML","ML",68,0,49266
"Eastern Canada","Ontario","ON","Ontario",35012,"Brampton West","Davidson","Jane","Green Party","Green",1271,2,54418
"Eastern Canada","Ontario","ON","Ontario",35012,"Brampton West","Hundal","Harinderpal","Communist","Comm",97,0,54418
"Eastern Canada","Ontario","ON","Ontario",35012,"Brampton West","Kaur","Navjit","New Democratic Party","NDP",9855,18,54418
"Eastern Canada","Ontario","ON","Ontario",35012,"Brampton West","Khera","Kamal","Liberal","Libs",28743,54,54418
"Eastern Canada","Ontario","ON","Ontario",35012,"Brampton West","Malik","Anjum","Canada's Fourth Front","CFF",69,0,54418
"Eastern Canada","Ontario","ON","Ontario",35012,"Brampton West","Sampson","Roger","People's Party","PPC",505,1,54418
"Eastern Canada","Ontario","ON","Ontario",35012,"Brampton West","Tannahill","Paul","Christian Heritage Party","CHP",319,1,54418
"Eastern Canada","Ontario","ON","Ontario",35012,"Brampton West","Thapliyal","Murarilal","Conservative","Cons",12824,24,54418
"Eastern Canada","Ontario","ON","Ontario",35013,"Brantford--Brant","Bory","Leslie","Independent","Ind",115,0,67163
"Eastern Canada","Ontario","ON","Ontario",35013,"Brantford--Brant","Gallagher","Jeffrey","VCP","VCP",394,1,67163
"Eastern Canada","Ontario","ON","Ontario",35013,"Brantford--Brant","Jonkman","Bob","Green Party","Green",4257,6,67163
"Eastern Canada","Ontario","ON","Ontario",35013,"Brantford--Brant","McColeman","Phil","Conservative","Cons",26849,40,67163
"Eastern Canada","Ontario","ON","Ontario",35013,"Brantford--Brant","Sawyer","Sabrina","New Democratic Party","NDP",13131,20,67163
"Eastern Canada","Ontario","ON","Ontario",35013,"Brantford--Brant","Takacs","Danielle","Liberal","Libs",20454,31,67163
"Eastern Canada","Ontario","ON","Ontario",35013,"Brantford--Brant","Turmel","John The Engineer","Independent","Ind",146,0,67163
"Eastern Canada","Ontario","ON","Ontario",35013,"Brantford--Brant","Wrobel","Dave","People's Party","PPC",1320,2,67163
"Eastern Canada","Ontario","ON","Ontario",35014,"Bruce--Grey--Owen Sound","Den Tandt","Michael","Liberal","Libs",17485,30,58464
"Eastern Canada","Ontario","ON","Ontario",35014,"Bruce--Grey--Owen Sound","Little","Daniel","Libertarian","Libert",321,1,58464
"Eastern Canada","Ontario","ON","Ontario",35014,"Bruce--Grey--Owen Sound","Ruff","Alex","Conservative","Cons",26830,46,58464
"Eastern Canada","Ontario","ON","Ontario",35014,"Bruce--Grey--Owen Sound","Stephen","Chris","New Democratic Party","NDP",6797,12,58464
"Eastern Canada","Ontario","ON","Ontario",35014,"Bruce--Grey--Owen Sound","Townsend","Bill","People's Party","PPC",1614,3,58464
"Eastern Canada","Ontario","ON","Ontario",35014,"Bruce--Grey--Owen Sound","Valiquette","Danielle","Green Party","Green",5114,9,58464
"Eastern Canada","Ontario","ON","Ontario",35015,"Burlington","Dupuis","Lenaee","New Democratic Party","NDP",7372,10,72585
"Eastern Canada","Ontario","ON","Ontario",35015,"Burlington","Gould","Karina","Liberal","Libs",34989,49,72585
"Eastern Canada","Ontario","ON","Ontario",35015,"Burlington","Michael","Jane","Conservative","Cons",23930,33,72585
"Eastern Canada","Ontario","ON","Ontario",35015,"Burlington","Smetana","Peter","People's Party","PPC",944,1,72585
"Eastern Canada","Ontario","ON","Ontario",35015,"Burlington","Williams","Gareth","Green Party","Green",4750,7,72585
"Eastern Canada","Ontario","ON","Ontario",35016,"Cambridge","Attwal","Sunny","Conservative","Cons",17409,30,58327
"Eastern Canada","Ontario","ON","Ontario",35016,"Cambridge","Braniff","Michele","Green Party","Green",4343,8,58327
"Eastern Canada","Ontario","ON","Ontario",35016,"Cambridge","Couto","Manuel","ML","ML",76,0,58327
"Eastern Canada","Ontario","ON","Ontario",35016,"Cambridge","Hamilton","Scott","New Democratic Party","NDP",11177,19,58327
"Eastern Canada","Ontario","ON","Ontario",35016,"Cambridge","Haskell","David","People's Party","PPC",1872,3,58327
"Eastern Canada","Ontario","ON","Ontario",35016,"Cambridge","May","Bryan","Liberal","Libs",22903,40,58327
"Eastern Canada","Ontario","ON","Ontario",35016,"Cambridge","McMorrow","George","VCP","VCP",162,0,58327
"Eastern Canada","Ontario","ON","Ontario",35017,"Chatham-Kent--Leamington","Balagtas","John","People's Party","PPC",1061,2,54538
"Eastern Canada","Ontario","ON","Ontario",35017,"Chatham-Kent--Leamington","Coulbeck","Paul","Radical Marijuana","RM",307,1,54538
"Eastern Canada","Ontario","ON","Ontario",35017,"Chatham-Kent--Leamington","Epp","Dave","Conservative","Cons",25359,47,54538
"Eastern Canada","Ontario","ON","Ontario",35017,"Chatham-Kent--Leamington","Omstead","Katie","Liberal","Libs",16899,31,54538
"Eastern Canada","Ontario","ON","Ontario",35017,"Chatham-Kent--Leamington","Vercouteren","Mark","Green Party","Green",2233,4,54538
