"SubRegion","Area","Area_Short","Locality","District Number","District","Surname","Given Name","Party","Party_Short","Votes","Percent of Votes","Total Votes"
"Eastern Canada","Ontario","ON","Ontario",35076,"Orléans","Petersen","Michelle","Green Party","Green",3829,5,81995
"Eastern Canada","Ontario","ON","Ontario",35076,"Orléans","Saint-Fleur","Roger","People's Party","PPC",986,1,81995
"Eastern Canada","Ontario","ON","Ontario",35076,"Orléans","Wiens","Jacqui","New Democratic Party","NDP",9428,12,81995
"Eastern Canada","Ontario","ON","Ontario",35077,"Ottawa South","Bolaños","Rodrigo André","People's Party","PPC",717,1,65950
"Eastern Canada","Ontario","ON","Ontario",35077,"Ottawa South","Bouragba","Ahmed","Independent","Ind",141,0,65950
"Eastern Canada","Ontario","ON","Ontario",35077,"Ottawa South","Gay","Morgan","New Democratic Party","NDP",10457,16,65950
"Eastern Canada","Ontario","ON","Ontario",35077,"Ottawa South","Laith","Sarmad","Independent","Ind",87,0,65950
"Eastern Canada","Ontario","ON","Ontario",35077,"Ottawa South","McGuinty","David","Liberal","Libs",34205,52,65950
"Eastern Canada","Ontario","ON","Ontario",35077,"Ottawa South","Schram","Les","Green Party","Green",3645,6,65950
"Eastern Canada","Ontario","ON","Ontario",35077,"Ottawa South","Tannis","Eli","Conservative","Cons",16025,24,65950
"Eastern Canada","Ontario","ON","Ontario",35077,"Ottawa South","Wasslen","Larry","Communist","Comm",99,0,65950
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Altman","Joel","Independent","Ind",211,0,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Bernard","Joel E.","Conservative","Cons",11118,17,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Durst","Paul","People's Party","PPC",1064,2,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Fortier","Mona","Liberal","Libs",32679,51,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Legeais","Christian","ML","ML",59,0,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","McHugh","Daniel James","Independent","Ind",94,0,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Mercier","Stéphanie","New Democratic Party","NDP",13516,21,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Miller","Derek","Parti Rhinocéros Party","PRP",229,0,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Ngabirano","Oriana","Green Party","Green",4796,8,64580
"Eastern Canada","Ontario","ON","Ontario",35078,"Ottawa--Vanier","Paquette","Michelle","Communist","Comm",115,0,64580
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","Abdi","Abdul","Conservative","Cons",16876,27,62808
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","Cama","Vincent","Communist","Comm",103,0,62808
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","Guevorkian","Serge","People's Party","PPC",839,1,62808
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","Lin","Nick","ML","ML",48,0,62808
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","MacEwen","Angella","New Democratic Party","NDP",11646,19,62808
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","Moore","Butch","No Affiliation","None",71,0,62808
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","Mulligan","Sean","Christian Heritage Party","CHP",351,1,62808
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","Stibbe","David","Green Party","Green",3894,6,62808
"Eastern Canada","Ontario","ON","Ontario",35079,"Ottawa West--Nepean","Vandenbeld","Anita","Liberal","Libs",28378,46,62808
"Eastern Canada","Ontario","ON","Ontario",35080,"Oxford","Aldred","Melody","Christian Heritage Party","CHP",986,2,61419
"Eastern Canada","Ontario","ON","Ontario",35080,"Oxford","Birtch-Carriere","Lisa","Green Party","Green",4770,8,61419
"Eastern Canada","Ontario","ON","Ontario",35080,"Oxford","Chambers","Matthew","New Democratic Party","NDP",12306,20,61419
"Eastern Canada","Ontario","ON","Ontario",35080,"Oxford","Knight","Brendan","Liberal","Libs",11745,19,61419
"Eastern Canada","Ontario","ON","Ontario",35080,"Oxford","MacKenzie","Dave","Conservative","Cons",29310,48,61419
"Eastern Canada","Ontario","ON","Ontario",35080,"Oxford","Martin","Wendy","People's Party","PPC",1774,3,61419
"Eastern Canada","Ontario","ON","Ontario",35081,"Parkdale--High Park","Capra","Nick","Green Party","Green",3916,6,61269
"Eastern Canada","Ontario","ON","Ontario",35081,"Parkdale--High Park","Gershuny","Lorne","ML","ML",43,0,61269
"Eastern Canada","Ontario","ON","Ontario",35081,"Parkdale--High Park","Pabani","Alykhan","Communist","Comm",119,0,61269
"Eastern Canada","Ontario","ON","Ontario",35081,"Parkdale--High Park","Parker","Terry","Radical Marijuana","RM",119,0,61269
"Eastern Canada","Ontario","ON","Ontario",35081,"Parkdale--High Park","Pham","Adam","Conservative","Cons",8015,13,61269
"Eastern Canada","Ontario","ON","Ontario",35081,"Parkdale--High Park","Taylor","Paul","New Democratic Party","NDP",19180,32,61269
"Eastern Canada","Ontario","ON","Ontario",35081,"Parkdale--High Park","Virani","Arif","Liberal","Libs",28852,47,61269
"Eastern Canada","Ontario","ON","Ontario",35081,"Parkdale--High Park","Wycliffe","Greg","People's Party","PPC",643,1,61269
"Eastern Canada","Ontario","ON","Ontario",35082,"Parry Sound--Muskoka","Aitchison","Scott","Conservative","Cons",22845,42,55055
"Eastern Canada","Ontario","ON","Ontario",35082,"Parry Sound--Muskoka","Cowie","Trisha","Liberal","Libs",16615,30,55055
"Eastern Canada","Ontario","ON","Ontario",35082,"Parry Sound--Muskoka","Miller","Gord","Green Party","Green",8409,15,55055
"Eastern Canada","Ontario","ON","Ontario",35082,"Parry Sound--Muskoka","Predie Jr","Daniel","Independent","Ind",377,1,55055
"Eastern Canada","Ontario","ON","Ontario",35082,"Parry Sound--Muskoka","Young","Tom","New Democratic Party","NDP",6417,12,55055
"Eastern Canada","Ontario","ON","Ontario",35083,"Perth--Wellington","DeVries","Irma","Christian Heritage Party","CHP",733,1,55675
"Eastern Canada","Ontario","ON","Ontario",35083,"Perth--Wellington","Fuhr","Roger","People's Party","PPC",894,2,55675
"Eastern Canada","Ontario","ON","Ontario",35083,"Perth--Wellington","Krauter","Geoff","New Democratic Party","NDP",8094,15,55675
"Eastern Canada","Ontario","ON","Ontario",35083,"Perth--Wellington","Mitchell","Pirie","Liberal","Libs",15002,27,55675
"Eastern Canada","Ontario","ON","Ontario",35083,"Perth--Wellington","Nater","John","Conservative","Cons",25622,46,55675
"Eastern Canada","Ontario","ON","Ontario",35083,"Perth--Wellington","Simmons","Collan","Green Party","Green",4949,9,55675
"Eastern Canada","Ontario","ON","Ontario",35084,"Peterborough--Kawartha","Bowers","Robert M","Independent","Ind",180,0,70249
"Eastern Canada","Ontario","ON","Ontario",35084,"Peterborough--Kawartha","MacGregor","Andrew","Green Party","Green",4930,7,70249
"Eastern Canada","Ontario","ON","Ontario",35084,"Peterborough--Kawartha","Monsef","Maryam","Liberal","Libs",27400,39,70249
"Eastern Canada","Ontario","ON","Ontario",35084,"Peterborough--Kawartha","Murphy","Alexander","People's Party","PPC",890,1,70249
"Eastern Canada","Ontario","ON","Ontario",35084,"Peterborough--Kawartha","Ranney","Ken","Stop Climate Change","SCC",172,0,70249
"Eastern Canada","Ontario","ON","Ontario",35084,"Peterborough--Kawartha","Shaw","Candace","New Democratic Party","NDP",11872,17,70249
"Eastern Canada","Ontario","ON","Ontario",35084,"Peterborough--Kawartha","Skinner","Michael","Conservative","Cons",24357,35,70249
"Eastern Canada","Ontario","ON","Ontario",35085,"Pickering--Uxbridge","Chisu","Corneliu","People's Party","PPC",1265,2,63902
"Eastern Canada","Ontario","ON","Ontario",35085,"Pickering--Uxbridge","Forint","Peter","Green Party","Green",3799,6,63902
"Eastern Canada","Ontario","ON","Ontario",35085,"Pickering--Uxbridge","Higdon","Eileen","New Democratic Party","NDP",7582,12,63902
"Eastern Canada","Ontario","ON","Ontario",35085,"Pickering--Uxbridge","Musarat","Cyma","Conservative","Cons",18462,29,63902
"Eastern Canada","Ontario","ON","Ontario",35085,"Pickering--Uxbridge","O'Connell","Jennifer","Liberal","Libs",32387,51,63902
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Ainsworth","David","People's Party","PPC",1463,2,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Cherrin","Robert","VCP","VCP",358,1,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Criger","Dan","Independent","Ind",1125,2,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Davis","Jonathan","Independent","Ind",200,0,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Gallant","Cheryl","Conservative","Cons",31080,53,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Jones-Whyte","Eileen","New Democratic Party","NDP",8786,15,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Klietsch","Stefan","Libertarian","Libert",266,0,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Kumar","Dheerendra","Independent","Ind",917,2,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Marini","Ruben","Liberal","Libs",11532,20,59428
"Eastern Canada","Ontario","ON","Ontario",35086,"Renfrew--Nipissing--Pembroke","Pineau","Ian","Green Party","Green",3230,6,59428
"Eastern Canada","Ontario","ON","Ontario",35087,"Richmond Hill","DeVita","Adam","New Democratic Party","NDP",4425,9,50733
"Eastern Canada","Ontario","ON","Ontario",35087,"Richmond Hill","Jowhari","Majid","Liberal","Libs",21804,44,50733
"Eastern Canada","Ontario","ON","Ontario",35087,"Richmond Hill","Kohli","Ichha","Green Party","Green",1695,3,50733
"Eastern Canada","Ontario","ON","Ontario",35087,"Richmond Hill","Menegakis","Costas","Conservative","Cons",21592,43,50733
"Eastern Canada","Ontario","ON","Ontario",35087,"Richmond Hill","Tvorogov","Igor","People's Party","PPC",507,1,50733
"Eastern Canada","Ontario","ON","Ontario",35087,"Richmond Hill","Wevers","Otto","Parti Rhinocéros Party","PRP",126,0,50733
"Eastern Canada","Ontario","ON","Ontario",35088,"Carleton","Hua","Kevin","New Democratic Party","NDP",6479,9,69767
"Eastern Canada","Ontario","ON","Ontario",35088,"Carleton","Kubanek","Gordon","Green Party","Green",3423,5,69767
"Eastern Canada","Ontario","ON","Ontario",35088,"Carleton","Musende","Alain","People's Party","PPC",792,1,69767
"Eastern Canada","Ontario","ON","Ontario",35088,"Carleton","Poilievre","Pierre","Conservative","Cons",32147,46,69767
"Eastern Canada","Ontario","ON","Ontario",35088,"Carleton","Rodgers","Chris","Liberal","Libs",26518,38,69767
"Eastern Canada","Ontario","ON","Ontario",35089,"St. Catharines","Bittle","Chris","Liberal","Libs",24183,40,60619
"Eastern Canada","Ontario","ON","Ontario",35089,"St. Catharines","DeRoo","Allan","People's Party","PPC",826,1,60619
"Eastern Canada","Ontario","ON","Ontario",35089,"St. Catharines","Mason","Travis","Green Party","Green",3695,6,60619
"Eastern Canada","Ontario","ON","Ontario",35089,"St. Catharines","Van Meer","Dennis","New Democratic Party","NDP",12431,21,60619
"Eastern Canada","Ontario","ON","Ontario",35089,"St. Catharines","Waler","Krystina","Conservative","Cons",18978,32,60619
"Eastern Canada","Ontario","ON","Ontario",35090,"Toronto--St. Paul's","Bennett","Carolyn","Liberal","Libs",32494,54,60218
"Eastern Canada","Ontario","ON","Ontario",35090,"Toronto--St. Paul's","Climenhaga","Sarah","Green Party","Green",4042,7,60218
"Eastern Canada","Ontario","ON","Ontario",35090,"Toronto--St. Paul's","Kellen","John","People's Party","PPC",923,2,60218
"Eastern Canada","Ontario","ON","Ontario",35090,"Toronto--St. Paul's","Mukherjee","Alok","New Democratic Party","NDP",9442,16,60218
"Eastern Canada","Ontario","ON","Ontario",35090,"Toronto--St. Paul's","Truesdell","Jae","Conservative","Cons",12933,22,60218
"Eastern Canada","Ontario","ON","Ontario",35091,"Sarnia--Lambton","Everaert","Brian","People's Party","PPC",1587,3,58316
"Eastern Canada","Ontario","ON","Ontario",35091,"Sarnia--Lambton","Gladu","Marilyn","Conservative","Cons",28623,49,58316
"Eastern Canada","Ontario","ON","Ontario",35091,"Sarnia--Lambton","Kilner","Adam","New Democratic Party","NDP",12644,22,58316
"Eastern Canada","Ontario","ON","Ontario",35091,"Sarnia--Lambton","Laird","Thomas","Christian Heritage Party","CHP",531,1,58316
"Eastern Canada","Ontario","ON","Ontario",35091,"Sarnia--Lambton","Lemieux","Carmen","Liberal","Libs",12041,21,58316
"Eastern Canada","Ontario","ON","Ontario",35091,"Sarnia--Lambton","Smith","Peter Robert","Green Party","Green",2490,4,58316
"Eastern Canada","Ontario","ON","Ontario",35092,"Sault Ste. Marie","McCleary","Sara","New Democratic Party","NDP",9459,23,42037
"Eastern Canada","Ontario","ON","Ontario",35092,"Sault Ste. Marie","McLean","Geo","Green Party","Green",1809,4,42037
"Eastern Canada","Ontario","ON","Ontario",35092,"Sault Ste. Marie","Sheehan","Terry","Liberal","Libs",16284,39,42037
"Eastern Canada","Ontario","ON","Ontario",35092,"Sault Ste. Marie","Spina","Sonny","Conservative","Cons",13407,32,42037
"Eastern Canada","Ontario","ON","Ontario",35092,"Sault Ste. Marie","Zuccato","Amy","People's Party","PPC",741,2,42037
"Eastern Canada","Ontario","ON","Ontario",35093,"Scarborough--Agincourt","Hu","Sean","Conservative","Cons",15492,37,42290
"Eastern Canada","Ontario","ON","Ontario",35093,"Scarborough--Agincourt","Internicola","Anthony","People's Party","PPC",521,1,42290
"Eastern Canada","Ontario","ON","Ontario",35093,"Scarborough--Agincourt","Julius","Larisa","New Democratic Party","NDP",3636,9,42290
"Eastern Canada","Ontario","ON","Ontario",35093,"Scarborough--Agincourt","Ramdeen","Randi","Green Party","Green",1050,2,42290
"Eastern Canada","Ontario","ON","Ontario",35093,"Scarborough--Agincourt","Yip","Jean","Liberal","Libs",21115,50,42290
"Eastern Canada","Ontario","ON","Ontario",35094,"Scarborough Centre","Cannis","John","Independent","Ind",2524,5,47194
"Eastern Canada","Ontario","ON","Ontario",35094,"Scarborough Centre","Chaudhry","Irshad","Conservative","Cons",10387,22,47194
"Eastern Canada","Ontario","ON","Ontario",35094,"Scarborough Centre","Hakimzadah","Dordana","Green Party","Green",1336,3,47194
"Eastern Canada","Ontario","ON","Ontario",35094,"Scarborough Centre","Kamal","Faiz","New Democratic Party","NDP",5452,12,47194
"Eastern Canada","Ontario","ON","Ontario",35094,"Scarborough Centre","Vijeyaratnam","Jeremiah","People's Party","PPC",1162,2,47194
"Eastern Canada","Ontario","ON","Ontario",35094,"Scarborough Centre","Zahid","Salma","Liberal","Libs",25695,55,47194
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","Abara","Stephen","Independent","Ind",70,0,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","Alvi","Farhan","Canada's Fourth Front","CFF",55,0,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","Clarke","Kevin","Independent","Ind",112,0,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","Holding","Kathleen Marie","Independent","Ind",70,0,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","Jani","Jigna","People's Party","PPC",648,2,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","McKay","John","Liberal","Libs",26123,61,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","McMahon","Tara","Green Party","Green",1220,3,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","Spencer","Michelle","New Democratic Party","NDP",4806,11,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","Stefanis","Gus","Nationalist","Nat",85,0,43322
"Eastern Canada","Ontario","ON","Ontario",35095,"Scarborough--Guildwood","Thuraisingham","Quintus","Conservative","Cons",9553,22,43322
"Eastern Canada","Ontario","ON","Ontario",35096,"Scarborough North","Chen","Shaun","Liberal","Libs",20911,54,39422
"Eastern Canada","Ontario","ON","Ontario",35096,"Scarborough North","Chen","Yan","New Democratic Party","NDP",5039,13,39422
"Eastern Canada","Ontario","ON","Ontario",35096,"Scarborough North","Guerrier","Jude","People's Party","PPC",370,1,39422
"Eastern Canada","Ontario","ON","Ontario",35096,"Scarborough North","Kong","David","Conservative","Cons",11838,30,39422
"Eastern Canada","Ontario","ON","Ontario",35096,"Scarborough North","Robinson","Janet","UPC","UPC",83,0,39422
"Eastern Canada","Ontario","ON","Ontario",35096,"Scarborough North","Velez","Avery","Green Party","Green",796,2,39422
"Eastern Canada","Ontario","ON","Ontario",35097,"Scarborough--Rouge Park","Anandasangaree","Gary","Liberal","Libs",31360,62,50748
"Eastern Canada","Ontario","ON","Ontario",35097,"Scarborough--Rouge Park","Hamilton","Jessica","Green Party","Green",2330,5,50748
"Eastern Canada","Ontario","ON","Ontario",35097,"Scarborough--Rouge Park","Kwok","Kingsley","New Democratic Party","NDP",5801,12,50748
"Eastern Canada","Ontario","ON","Ontario",35097,"Scarborough--Rouge Park","Sally","Dilano","People's Party","PPC",467,1,50748
"Eastern Canada","Ontario","ON","Ontario",35097,"Scarborough--Rouge Park","Singh","Bobby","Conservative","Cons",10115,20,50748
"Eastern Canada","Ontario","ON","Ontario",35097,"Scarborough--Rouge Park","Theodoru","Mark","Christian Heritage Party","CHP",353,1,50748
"Eastern Canada","Ontario","ON","Ontario",35098,"Scarborough Southwest","Blair","Bill","Liberal","Libs",28965,57,51084
"Eastern Canada","Ontario","ON","Ontario",35098,"Scarborough Southwest","Cain","Amanda","Green Party","Green",2477,5,51084
"Eastern Canada","Ontario","ON","Ontario",35098,"Scarborough Southwest","Eratostene","Italo","People's Party","PPC",590,1,51084
"Eastern Canada","Ontario","ON","Ontario",35098,"Scarborough Southwest","Fawcett Smith","Kimberly","Conservative","Cons",10502,21,51084
"Eastern Canada","Ontario","ON","Ontario",35098,"Scarborough Southwest","Luisi","Simon","Animal Protection Party","APP",236,0,51084
"Eastern Canada","Ontario","ON","Ontario",35098,"Scarborough Southwest","McCrady","Keith","New Democratic Party","NDP",7865,16,51084
"Eastern Canada","Ontario","ON","Ontario",35099,"Simcoe--Grey","D'Angelo","Tony","VCP","VCP",305,0,76001
"Eastern Canada","Ontario","ON","Ontario",35099,"Simcoe--Grey","Dowdall","Terry","Conservative","Cons",32812,44,76001
"Eastern Canada","Ontario","ON","Ontario",35099,"Simcoe--Grey","Jackson","Sherri","Green Party","Green",8589,11,76001
"Eastern Canada","Ontario","ON","Ontario",35099,"Simcoe--Grey","Kenney","Lorne","Liberal","Libs",23925,32,76001
"Eastern Canada","Ontario","ON","Ontario",35099,"Simcoe--Grey","Matthews","Ilona","New Democratic Party","NDP",8462,11,76001
"Eastern Canada","Ontario","ON","Ontario",35099,"Simcoe--Grey","Sommer","Richard","People's Party","PPC",1416,2,76001
"Eastern Canada","Ontario","ON","Ontario",35100,"Simcoe North","Belcourt","Angelique","New Democratic Party","NDP",8850,14,63136
"Eastern Canada","Ontario","ON","Ontario",35100,"Simcoe North","Brown","Chris","Christian Heritage Party","CHP",341,0,63136
"Eastern Canada","Ontario","ON","Ontario",35100,"Simcoe North","Hawes","Gerry","Liberal","Libs",19310,31,63136
"Eastern Canada","Ontario","ON","Ontario",35100,"Simcoe North","Makk","Stephen","People's Party","PPC",1154,2,63136
"Eastern Canada","Ontario","ON","Ontario",35100,"Simcoe North","Powell","Valerie","Green Party","Green",5882,9,63136
"Eastern Canada","Ontario","ON","Ontario",35100,"Simcoe North","Stanton","Bruce","Conservative","Cons",27241,43,63136
"Eastern Canada","Ontario","ON","Ontario",35101,"Spadina--Fort York","Fang","Frank","Conservative","Cons",10680,18,60989
"Eastern Canada","Ontario","ON","Ontario",35101,"Spadina--Fort York","Maher","Dean","Green Party","Green",3174,5,60989
"Eastern Canada","Ontario","ON","Ontario",35101,"Spadina--Fort York","Ramirez","Marcela","Independent","Ind",114,0,60989
"Eastern Canada","Ontario","ON","Ontario",35101,"Spadina--Fort York","Stewart","Robert","People's Party","PPC",672,1,60989
"Eastern Canada","Ontario","ON","Ontario",35101,"Spadina--Fort York","Vaughan","Adam","Liberal","Libs",33822,56,60989
"Eastern Canada","Ontario","ON","Ontario",35101,"Spadina--Fort York","Yoon","Diana","New Democratic Party","NDP",12188,20,60989
"Eastern Canada","Ontario","ON","Ontario",35102,"Stormont--Dundas--South Glengarry","Aman","Raheem","Green Party","Green",2126,4,54244
"Eastern Canada","Ontario","ON","Ontario",35102,"Stormont--Dundas--South Glengarry","Duncan","Eric","Conservative","Cons",28976,54,54244
"Eastern Canada","Ontario","ON","Ontario",35102,"Stormont--Dundas--South Glengarry","Megill","Heather","Liberal","Libs",13767,26,54244
"Eastern Canada","Ontario","ON","Ontario",35102,"Stormont--Dundas--South Glengarry","Schmitz","Kelsey Catherine","New Democratic Party","NDP",7674,14,54244
"Eastern Canada","Ontario","ON","Ontario",35102,"Stormont--Dundas--South Glengarry","Trimm","Sabile","People's Party","PPC",1168,2,54244
"Eastern Canada","Ontario","ON","Ontario",35103,"Sudbury","Crumplin","Bill","Green Party","Green",3225,7,48294
"Eastern Canada","Ontario","ON","Ontario",35103,"Sudbury","Lalonde","Chanel","Animal Protection Party","APP",282,1,48294
"Eastern Canada","Ontario","ON","Ontario",35103,"Sudbury","Lefebvre","Paul","Liberal","Libs",19643,41,48294
"Eastern Canada","Ontario","ON","Ontario",35103,"Sudbury","Mairs","Beth","New Democratic Party","NDP",13885,29,48294
"Eastern Canada","Ontario","ON","Ontario",35103,"Sudbury","Paterson","Sean","People's Party","PPC",873,2,48294
"Eastern Canada","Ontario","ON","Ontario",35103,"Sudbury","Popescu","J. David","Independent","Ind",70,0,48294
"Eastern Canada","Ontario","ON","Ontario",35103,"Sudbury","St-Amant","Pierre","Conservative","Cons",9864,21,48294
"Eastern Canada","Ontario","ON","Ontario",35103,"Sudbury","Sylvestre","Charlene","Independent","Ind",135,0,48294
"Eastern Canada","Ontario","ON","Ontario",35104,"Thornhill","Bregman","Nathan","Parti Rhinocéros Party","PRP",217,0,54079
"Eastern Canada","Ontario","ON","Ontario",35104,"Thornhill","Gladstone","Gary","Liberal","Libs",18946,35,54079
"Eastern Canada","Ontario","ON","Ontario",35104,"Thornhill","Kent","Peter","Conservative","Cons",29187,55,54079
"Eastern Canada","Ontario","ON","Ontario",35104,"Thornhill","Malik","Waseem","Canada's Fourth Front","CFF",77,0,54079
"Eastern Canada","Ontario","ON","Ontario",35104,"Thornhill","Petrucci","Sara","New Democratic Party","NDP",3469,6,54079
"Eastern Canada","Ontario","ON","Ontario",35104,"Thornhill","Rachlis","Josh","Green Party","Green",1600,3,54079
"Eastern Canada","Ontario","ON","Ontario",35105,"Thunder Bay--Rainy River","Hartnell","Andrew","People's Party","PPC",741,2,41384
"Eastern Canada","Ontario","ON","Ontario",35105,"Thunder Bay--Rainy River","Moddejonge","Amanda","Green Party","Green",1829,4,41384
"Eastern Canada","Ontario","ON","Ontario",35105,"Thunder Bay--Rainy River","Powlowski","Marcus","Liberal","Libs",14498,35,41384
"Eastern Canada","Ontario","ON","Ontario",35105,"Thunder Bay--Rainy River","Rydholm","Linda","Conservative","Cons",12039,29,41384
"Eastern Canada","Ontario","ON","Ontario",35105,"Thunder Bay--Rainy River","Won","Yuk-Sem","New Democratic Party","NDP",11944,29,41384
"Eastern Canada","Ontario","ON","Ontario",35106,"Thunder Bay--Superior North","Achneepineskum","Anna Betty","New Democratic Party","NDP",9126,21,43593
"Eastern Canada","Ontario","ON","Ontario",35106,"Thunder Bay--Superior North","Hajdu","Patty","Liberal","Libs",18502,43,43593
"Eastern Canada","Ontario","ON","Ontario",35106,"Thunder Bay--Superior North","Hyer","Bruce","Green Party","Green",3639,8,43593
"Eastern Canada","Ontario","ON","Ontario",35106,"Thunder Bay--Superior North","Khanjari","Youssef","People's Party","PPC",734,2,43593
"Eastern Canada","Ontario","ON","Ontario",35106,"Thunder Bay--Superior North","Pullia","Frank","Conservative","Cons",11036,26,43593
"Eastern Canada","Ontario","ON","Ontario",35106,"Thunder Bay--Superior North","Vodden","Alexander","Libertarian","Libert",140,0,43593
"Eastern Canada","Ontario","ON","Ontario",35107,"Timmins--James Bay","Angus","Charlie","New Democratic Party","NDP",14885,40,37109
"Eastern Canada","Ontario","ON","Ontario",35107,"Timmins--James Bay","Boileau","Michelle","Liberal","Libs",9443,26,37109
"Eastern Canada","Ontario","ON","Ontario",35107,"Timmins--James Bay","Grenke","Kraymr","Conservative","Cons",9907,27,37109
"Eastern Canada","Ontario","ON","Ontario",35107,"Timmins--James Bay","Kennedy","Max","Green Party","Green",1257,3,37109
"Eastern Canada","Ontario","ON","Ontario",35107,"Timmins--James Bay","Roy","Renaud","People's Party","PPC",1248,3,37109
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Carson","Sean","Parti Rhinocéros Party","PRP",147,0,54896
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Chang","Brian","New Democratic Party","NDP",12142,22,54896
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Cragg","Bronwyn","Communist","Comm",125,0,54896
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Fernandez","Philip","ML","ML",54,0,54896
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Lester","Ryan","Conservative","Cons",6613,12,54896
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Lewin","Rob","Animal Protection Party","APP",182,0,54896
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Morneau","Bill","Liberal","Libs",31271,57,54896
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Paul","Annamie","Green Party","Green",3852,7,54896
"Eastern Canada","Ontario","ON","Ontario",35108,"Toronto Centre","Tavares","Jason","Independent","Ind",126,0,54896
"Eastern Canada","Ontario","ON","Ontario",35109,"Toronto--Danforth","Abbott","Elizabeth","Animal Protection Party","APP",261,0,58472
"Eastern Canada","Ontario","ON","Ontario",35109,"Toronto--Danforth","Byard","Ivan","Communist","Comm",151,0,58472
"Eastern Canada","Ontario","ON","Ontario",35109,"Toronto--Danforth","Choudhary","Zia","Conservative","Cons",6091,10,58472
"Eastern Canada","Ontario","ON","Ontario",35109,"Toronto--Danforth","Dabrusin","Julie","Liberal","Libs",27681,48,58472
"Eastern Canada","Ontario","ON","Ontario",35109,"Toronto--Danforth","Dos Remedios","Tara","People's Party","PPC",621,1,58472
"Eastern Canada","Ontario","ON","Ontario",35109,"Toronto--Danforth","Kladitis","John","Independent","Ind",210,0,58472
"Eastern Canada","Ontario","ON","Ontario",35109,"Toronto--Danforth","Lee","Min Sook","New Democratic Party","NDP",19283,33,58472
"Eastern Canada","Ontario","ON","Ontario",35109,"Toronto--Danforth","Tolley","Chris","Green Party","Green",3761,6,58472
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","Brothers","Karin","Stop Climate Change","SCC",124,0,57672
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","Freeland","Chrystia","Liberal","Libs",29652,52,57672
